Subject Name:D:\adrian0706nast.txt
File Created: 08.06.2016 00:10:17 
Version: 2.3 
Released: 4/22/2012
 
Elapsed Time 	Action 	 X	Y
1012,464	Moved	809	5
1012,51	Pressed Left	809	6
1012,895	Moved	809	6
1012,903	Moved	809	8
1012,911	Moved	805	30
1012,919	Moved	803	58
1012,927	Moved	801	89
1012,933	Moved	799	126
1012,945	Moved	797	169
1012,95	Moved	791	211
1012,958	Moved	784	256
1012,965	Moved	782	300
1012,973	Moved	780	344
1012,981	Moved	774	388
1012,989	Moved	768	428
1012,997	Moved	766	463
1013,005	Moved	766	491
1013,013	Moved	766	517
1013,021	Moved	767	539
1013,029	Moved	772	555
1013,035	Moved	775	568
1013,045	Moved	778	578
1013,052	Moved	780	584
1013,059	Moved	780	591
1013,067	Moved	780	596
1013,075	Moved	779	601
1013,083	Moved	777	604
1013,091	Moved	775	605
1013,099	Moved	772	605
1013,264	Moved	771	605
1013,272	Moved	775	601
1013,28	Moved	778	599
1013,288	Moved	780	598
1013,625	Moved	781	597
1013,633	Moved	782	601
1013,641	Moved	785	611
1013,649	Moved	789	624
1013,657	Moved	790	637
1013,665	Moved	792	650
1013,673	Moved	793	663
1013,679	Moved	795	674
1013,687	Moved	797	689
1013,695	Moved	797	698
1013,703	Moved	798	706
1013,711	Moved	798	712
1013,719	Moved	799	717
1013,727	Moved	799	720
1013,735	Moved	799	722
1013,743	Moved	799	723
1013,76	Moved	799	724
1013,783	Moved	799	725
1013,789	Moved	799	726
1013,797	Moved	799	727
1013,821	Moved	799	728
1014,568	Moved	798	728
1014,576	Moved	799	735
1014,584	Moved	809	757
1014,592	Moved	817	779
1014,6	Moved	824	794
1014,608	Moved	830	807
1014,616	Moved	834	816
1014,622	Moved	838	822
1014,63	Moved	842	828
1014,638	Moved	845	834
1014,646	Moved	846	839
1014,654	Moved	847	842
1014,662	Moved	847	846
1014,67	Moved	847	848
1014,678	Moved	846	850
1014,686	Moved	845	851
1014,694	Moved	842	852
1014,795	Moved	840	853
1014,938	Moved	839	853
1014,944	Moved	839	852
1014,952	Moved	840	851
1014,96	Moved	840	850
1014,976	Moved	841	849
1014,984	Moved	841	848
1014,992	Moved	841	847
1015	Moved	841	846
1015,008	Moved	841	845
1015,016	Moved	841	844
1015,024	Moved	841	843
1015,032	Moved	841	842
1015,04	Moved	841	841
1015,048	Moved	842	841
1015,054	Moved	842	840
1015,07	Moved	842	839
1015,078	Moved	842	838
1015,652	Moved	842	837
1015,659	Moved	843	837
1015,667	Moved	844	838
1015,675	Moved	845	839
1015,681	Moved	846	840
1015,689	Moved	847	841
1015,697	Moved	848	842
1015,705	Moved	848	843
1015,713	Moved	848	845
1015,721	Moved	848	846
1015,729	Moved	848	847
1015,737	Moved	848	849
1015,745	Moved	848	850
1015,754	Moved	848	851
1015,762	Moved	847	853
1015,769	Moved	846	854
1015,777	Moved	843	855
1015,783	Moved	840	857
1015,864	Moved	839	857
1015,947	Moved	838	857
1015,947	Moved	838	856
1015,966	Moved	838	855
1015,967	Moved	838	854
1015,967	Moved	838	853
1015,983	Moved	838	852
1015,983	Moved	838	851
1015,998	Moved	838	850
1016,016	Moved	838	849
1016,031	Moved	838	848
1016,052	Moved	838	847
1016,06	Moved	838	846
1016,113	Moved	838	845
1016,131	Moved	839	844
1016,145	Moved	839	843
1016,169	Moved	839	842
1016,185	Moved	839	841
1016,193	Moved	839	840
1016,201	Moved	839	839
1016,215	Moved	839	838
1036,829	Moved	839	837
1036,837	Moved	840	836
1036,845	Moved	846	825
1036,853	Moved	854	816
1036,861	Moved	864	802
1036,869	Moved	872	793
1036,878	Moved	878	783
1036,883	Moved	884	774
1036,891	Moved	889	768
1036,899	Moved	894	763
1036,907	Moved	899	758
1036,915	Moved	904	753
1036,923	Moved	909	748
1036,931	Moved	914	744
1036,939	Moved	925	740
1036,947	Moved	933	738
1036,955	Moved	941	737
1036,963	Moved	948	737
1036,971	Moved	952	736
1036,979	Moved	956	736
1036,986	Moved	958	736
1036,993	Moved	959	736
1037,001	Moved	960	736
1037,009	Moved	961	736
1037,017	Moved	962	736
1037,025	Moved	964	736
1037,033	Moved	967	735
1037,041	Moved	971	734
1037,049	Moved	974	734
1037,057	Moved	978	733
1037,065	Moved	981	731
1037,073	Moved	984	730
1037,081	Moved	985	729
1037,087	Moved	987	728
1037,095	Moved	990	727
1037,103	Moved	993	726
1037,111	Moved	996	724
1037,119	Moved	1000	721
1037,127	Moved	1003	718
1037,134	Moved	1006	716
1037,134	Moved	1008	712
1037,15	Moved	1010	709
1037,15	Moved	1011	706
1037,167	Moved	1012	702
1037,175	Moved	1013	697
1037,183	Moved	1013	694
1037,189	Moved	1015	691
1037,197	Moved	1015	687
1037,205	Moved	1015	686
1037,213	Moved	1015	685
1037,238	Pressed Left	1015	684
1037,417	Moved	1015	684
1037,425	Moved	1013	684
1037,43	Moved	1004	688
1037,43	Moved	994	693
1037,446	Moved	983	696
1037,446	Moved	973	699
1037,462	Moved	962	702
1037,474	Moved	954	706
1037,482	Moved	946	709
1037,489	Moved	940	711
1037,497	Moved	935	712
1037,502	Moved	930	715
1037,502	Moved	925	716
1037,519	Moved	922	718
1037,527	Moved	918	719
1037,53	Moved	915	722
1037,53	Moved	911	723
1037,546	Moved	908	724
1037,546	Moved	904	725
1037,562	Moved	901	726
1037,562	Moved	899	727
1037,584	Moved	896	728
1037,586	Moved	892	730
1037,586	Moved	889	731
1037,602	Moved	885	732
1037,615	Moved	882	733
1037,621	Moved	880	734
1037,629	Moved	878	735
1037,631	Moved	876	736
1037,631	Moved	873	737
1037,647	Moved	872	737
1037,647	Moved	871	738
1037,663	Moved	869	739
1037,663	Moved	868	740
1037,686	Moved	867	740
1037,693	Moved	866	741
1037,701	Moved	865	742
1037,709	Moved	864	743
1037,715	Moved	863	744
1037,723	Moved	862	745
1037,731	Moved	861	746
1037,74	Moved	860	746
1037,748	Moved	859	747
1037,756	Moved	858	748
1037,764	Moved	857	749
1037,769	Moved	856	750
1037,769	Moved	855	750
1037,787	Moved	854	751
1037,787	Moved	853	752
1037,803	Moved	852	752
1037,803	Moved	851	753
1037,825	Moved	850	753
1037,887	Moved	849	753
1038,211	Moved	849	754
1038,219	Moved	849	767
1038,227	Moved	849	780
1038,235	Moved	848	796
1038,243	Moved	843	809
1038,25	Moved	838	822
1038,258	Moved	832	838
1038,266	Moved	827	851
1038,274	Moved	823	859
1038,282	Moved	819	864
1038,289	Moved	816	869
1038,297	Moved	813	872
1038,305	Moved	811	874
1038,313	Moved	810	877
1038,321	Moved	809	878
1038,329	Moved	808	879
1038,337	Moved	807	880
1038,359	Moved	806	881
1038,376	Moved	805	881
1038,384	Moved	805	880
1038,391	Moved	805	879
1038,399	Moved	805	878
1038,407	Moved	805	877
1038,415	Moved	805	876
1038,423	Moved	805	875
1038,431	Moved	805	874
1038,439	Moved	805	873
1038,445	Moved	805	872
1038,455	Moved	805	871
1038,461	Moved	805	870
1038,469	Moved	805	869
1038,477	Moved	805	868
1038,534	Moved	805	867
1042,843	Moved	805	866
1042,851	Moved	805	865
1042,859	Moved	810	858
1042,867	Moved	815	853
1042,875	Moved	819	849
1042,883	Moved	824	845
1042,891	Moved	828	842
1042,899	Moved	833	838
1042,907	Moved	837	836
1042,913	Moved	842	835
1042,921	Moved	847	833
1042,929	Moved	853	832
1042,937	Moved	862	832
1042,945	Moved	872	832
1042,953	Moved	880	832
1042,961	Moved	889	831
1042,969	Moved	897	831
1042,978	Moved	905	832
1042,986	Moved	910	835
1043,267	Moved	913	836
1043,275	Moved	913	835
1043,284	Moved	913	834
1043,3	Moved	914	833
1043,316	Moved	914	832
1043,324	Moved	914	831
1043,332	Moved	914	830
1043,337	Moved	914	829
1043,347	Moved	914	828
1043,353	Moved	914	827
1043,361	Moved	914	826
1043,369	Moved	914	825
1043,385	Moved	914	824
1043,393	Moved	914	823
1043,401	Moved	914	822
1043,503	Moved	914	821
1043,527	Moved	914	820
1043,543	Moved	913	820
1043,549	Moved	912	820
1043,557	Moved	909	820
1043,566	Moved	907	819
1043,576	Moved	906	818
1043,582	Moved	905	817
1043,59	Moved	904	816
1043,683	Moved	903	816
1043,692	Moved	902	815
1043,699	Moved	901	814
1043,707	Moved	900	813
1043,715	Moved	898	811
1043,723	Moved	894	807
1043,732	Moved	888	798
1043,74	Moved	877	781
1043,748	Moved	865	755
1043,756	Moved	852	727
1043,764	Moved	838	694
1043,77	Moved	826	666
1043,779	Moved	811	630
1043,786	Moved	788	583
1043,793	Moved	764	536
1043,801	Moved	747	492
1043,809	Moved	731	454
1043,817	Moved	718	422
1043,825	Moved	708	395
1043,833	Moved	701	380
1043,841	Moved	699	375
1044,037	Moved	697	373
1044,045	Moved	697	372
1044,053	Moved	697	371
1044,061	Moved	697	370
1044,069	Moved	696	369
1044,073	Moved	695	367
1044,073	Moved	692	365
1044,092	Moved	691	364
1044,099	Moved	690	363
1044,107	Moved	689	362
1044,115	Moved	689	361
1044,123	Moved	689	360
1044,131	Moved	688	357
1044,139	Moved	688	355
1044,147	Moved	687	354
1044,155	Moved	687	352
1044,163	Moved	686	350
1044,171	Moved	686	346
1044,186	Moved	685	345
1045,84	Moved	685	344
1045,867	Moved	685	343
1045,875	Moved	684	340
1045,884	Moved	679	327
1045,89	Moved	674	314
1045,897	Moved	670	304
1045,905	Moved	667	296
1045,913	Moved	664	288
1045,921	Moved	661	280
1045,931	Moved	660	269
1045,937	Moved	658	261
1045,945	Moved	657	251
1045,953	Moved	655	241
1045,962	Moved	654	230
1045,969	Moved	652	222
1045,977	Moved	651	214
1045,985	Moved	650	205
1045,992	Moved	650	197
1045,999	Moved	648	187
1046,007	Moved	648	179
1046,015	Moved	648	171
1046,023	Moved	648	163
1046,033	Moved	648	158
1046,039	Moved	648	150
1046,047	Moved	648	142
1046,055	Moved	650	137
1046,063	Moved	651	131
1046,071	Moved	652	126
1046,079	Moved	653	122
1046,088	Moved	654	117
1046,094	Moved	656	112
1046,103	Moved	657	107
1046,109	Moved	658	104
1046,117	Moved	659	100
1046,125	Moved	660	97
1046,133	Moved	661	95
1046,141	Moved	662	93
1046,149	Moved	662	92
1046,157	Moved	663	91
1046,165	Moved	663	88
1046,174	Moved	664	87
1046,182	Moved	666	84
1046,19	Moved	667	83
1046,197	Moved	668	81
1046,203	Moved	669	79
1046,211	Moved	670	77
1046,219	Moved	671	73
1046,228	Moved	672	71
1046,238	Moved	674	68
1046,244	Moved	675	66
1046,252	Moved	678	63
1046,26	Moved	681	60
1046,268	Moved	685	59
1046,276	Moved	689	56
1046,284	Moved	694	54
1046,291	Moved	699	51
1046,299	Moved	705	50
1046,307	Moved	713	47
1046,314	Moved	722	45
1046,322	Moved	731	41
1046,33	Moved	740	37
1046,338	Moved	748	33
1046,346	Moved	754	31
1046,354	Moved	760	27
1046,362	Moved	767	23
1046,37	Moved	771	21
1046,378	Moved	775	19
1046,386	Moved	780	15
1046,394	Moved	783	13
1046,402	Moved	786	10
1046,409	Moved	789	9
1046,415	Moved	792	7
1046,423	Moved	793	6
1046,431	Moved	794	5
1046,441	Moved	795	4
1046,543	Moved	796	3
1046,558	Moved	797	3
1046,574	Moved	800	3
1046,589	Moved	804	4
1046,598	Moved	807	5
1046,605	Moved	810	6
1046,608	Moved	813	6
1046,608	Moved	815	8
1046,624	Moved	817	9
1046,624	Moved	819	9
1046,64	Moved	820	9
1046,64	Moved	823	10
1046,655	Moved	824	10
1046,655	Moved	827	10
1046,671	Moved	828	10
1046,671	Moved	829	10
1046,692	Moved	830	10
1046,7	Moved	831	10
1046,707	Moved	832	10
1046,708	Moved	833	10
1046,708	Moved	834	10
1046,724	Moved	835	10
1046,724	Moved	836	11
1046,74	Moved	837	11
1046,74	Moved	838	11
1046,755	Moved	839	11
1046,755	Moved	840	12
1046,771	Moved	841	13
1046,771	Moved	843	14
1046,794	Moved	844	15
1046,801	Moved	845	16
1046,809	Moved	847	17
1046,809	Moved	848	18
1046,825	Moved	849	18
1046,825	Moved	850	18
1046,825	Moved	851	18
1046,84	Moved	852	18
1046,84	Moved	853	18
1046,856	Moved	854	18
1046,871	Moved	855	18
1046,888	Moved	856	18
1046,895	Moved	857	18
1046,903	Moved	858	18
1046,908	Moved	859	18
1046,908	Moved	860	18
1046,924	Moved	861	18
1046,924	Moved	862	18
1046,94	Moved	863	18
1046,955	Moved	864	18
1046,965	Moved	865	18
1046,981	Moved	866	18
1047,005	Moved	867	18
1047,083	Moved	868	18
1047,099	Moved	869	18
1047,123	Pressed Left	870	18
1047,296	Moved	870	18
1047,303	Moved	869	18
1047,311	Moved	867	18
1047,319	Moved	864	18
1047,327	Moved	862	18
1047,335	Moved	859	18
1047,343	Moved	856	18
1047,351	Moved	851	17
1047,357	Moved	846	15
1047,365	Moved	841	14
1047,373	Moved	835	13
1047,381	Moved	828	12
1047,389	Moved	822	10
1047,397	Moved	814	9
1047,405	Moved	806	8
1047,413	Moved	799	6
1047,421	Moved	795	5
1047,429	Moved	790	5
1047,437	Moved	787	4
1047,445	Moved	784	4
1047,453	Moved	783	4
1047,459	Moved	782	4
1047,491	Moved	781	4
1047,539	Moved	780	4
1047,547	Moved	777	4
1047,555	Moved	776	4
1047,563	Moved	775	4
1047,577	Moved	774	4
1047,585	Moved	773	4
1047,601	Moved	772	4
1047,609	Moved	771	4
1047,617	Moved	770	4
1047,625	Moved	769	4
1047,633	Moved	768	4
1047,641	Moved	767	4
1047,649	Moved	765	3
1047,657	Moved	763	3
1047,665	Moved	762	3
1047,671	Moved	761	3
1047,681	Moved	760	3
1047,687	Moved	759	3
1047,695	Moved	758	3
1047,703	Moved	757	3
1047,711	Moved	756	3
1047,719	Moved	755	3
1047,727	Moved	754	3
1047,735	Moved	751	3
1047,743	Moved	747	4
1047,751	Moved	743	5
1047,759	Moved	738	8
1047,767	Moved	732	10
1047,775	Moved	725	16
1047,781	Moved	717	25
1047,79	Moved	707	45
1047,798	Moved	698	61
1047,805	Moved	691	79
1047,813	Moved	683	98
1047,821	Moved	676	117
1047,829	Moved	669	133
1047,837	Moved	662	148
1047,845	Moved	654	170
1047,853	Moved	648	192
1047,861	Moved	643	208
1047,869	Moved	641	224
1047,877	Moved	641	237
1047,883	Moved	642	250
1047,892	Moved	645	266
1047,9	Moved	650	279
1047,907	Moved	656	297
1047,915	Moved	662	319
1047,923	Moved	668	341
1047,931	Moved	670	372
1047,939	Moved	672	409
1047,947	Moved	672	446
1047,955	Moved	672	479
1047,963	Moved	671	507
1047,971	Moved	671	534
1047,979	Moved	671	562
1047,988	Moved	669	588
1047,994	Moved	667	610
1048,001	Moved	665	628
1048,009	Moved	664	639
1048,017	Moved	662	647
1048,025	Moved	661	651
1048,033	Moved	660	654
1048,041	Moved	659	659
1048,049	Moved	658	662
1048,057	Moved	655	667
1048,065	Moved	654	672
1048,073	Moved	653	676
1048,081	Moved	650	681
1048,087	Moved	649	686
1048,095	Moved	648	689
1048,103	Moved	647	693
1048,111	Moved	646	694
1048,119	Moved	646	695
1048,323	Moved	645	695
1048,403	Moved	645	696
1048,409	Moved	645	697
1048,417	Moved	645	698
1048,425	Moved	644	699
1048,433	Moved	643	700
1048,441	Moved	642	700
1048,695	Moved	641	701
1048,7	Moved	642	700
1048,7	Moved	643	699
1048,717	Moved	644	699
1048,723	Moved	645	698
1048,732	Moved	646	697
1048,74	Moved	647	697
1048,748	Moved	647	696
1048,754	Moved	648	695
1048,763	Moved	648	694
1049,101	Moved	648	693
1049,109	Moved	649	694
1049,117	Moved	650	697
1049,126	Moved	651	701
1049,134	Moved	651	704
1049,14	Moved	652	706
1049,15	Moved	652	710
1049,156	Moved	652	712
1049,164	Moved	652	713
1049,195	Moved	652	715
1049,211	Moved	652	716
1049,219	Moved	651	717
1049,227	Moved	650	718
1049,235	Moved	650	720
1049,243	Moved	649	721
1049,249	Moved	649	722
1049,257	Moved	649	723
1049,265	Moved	648	724
1049,273	Moved	648	725
1049,281	Moved	648	726
1049,29	Moved	648	727
1049,297	Moved	647	728
1049,305	Moved	647	729
1049,313	Moved	647	730
1049,321	Moved	647	731
1049,329	Moved	647	732
1049,337	Moved	646	733
1049,345	Moved	646	734
1049,351	Moved	646	736
1049,383	Moved	646	737
1052,925	Moved	646	738
1052,933	Moved	649	754
1052,939	Moved	650	762
1052,947	Moved	650	766
1053,027	Moved	650	767
1053,033	Moved	650	752
1053,043	Moved	649	727
1053,049	Moved	647	699
1053,057	Moved	647	665
1053,065	Moved	645	630
1053,073	Moved	641	591
1053,081	Moved	635	540
1053,089	Moved	626	489
1053,097	Moved	618	438
1053,106	Moved	605	385
1053,113	Moved	592	334
1053,121	Moved	583	283
1053,129	Moved	579	239
1053,137	Moved	573	199
1053,143	Moved	571	166
1053,153	Moved	571	140
1053,159	Moved	572	124
1053,167	Moved	578	108
1053,175	Moved	583	103
1053,183	Moved	589	98
1053,191	Moved	598	94
1053,201	Moved	608	92
1053,207	Moved	621	92
1053,215	Moved	631	92
1053,223	Moved	636	92
1053,347	Moved	637	92
1053,355	Moved	638	93
1053,363	Moved	655	104
1053,371	Moved	675	116
1053,379	Moved	690	121
1053,387	Moved	701	121
1053,396	Moved	710	115
1053,407	Moved	721	107
1053,411	Moved	733	96
1053,419	Moved	746	88
1053,427	Moved	755	82
1053,435	Moved	761	78
1053,443	Moved	766	75
1053,451	Moved	771	72
1053,457	Moved	776	69
1053,465	Moved	781	64
1053,473	Moved	786	60
1053,481	Moved	790	58
1053,489	Moved	793	56
1053,498	Moved	797	55
1053,508	Moved	798	54
1053,514	Moved	798	53
1053,522	Moved	800	52
1053,529	Moved	801	52
1053,538	Moved	802	52
1053,545	Moved	803	51
1053,553	Moved	804	51
1053,559	Moved	805	51
1053,564	Moved	806	51
1053,564	Moved	807	51
1053,639	Moved	808	51
1053,647	Moved	811	50
1053,647	Moved	811	49
1053,647	Moved	812	47
1053,663	Moved	812	43
1053,663	Moved	812	41
1053,678	Moved	811	37
1053,678	Moved	810	35
1053,702	Moved	808	33
1053,708	Moved	807	32
1053,717	Moved	806	29
1053,725	Moved	804	26
1053,733	Moved	803	23
1053,741	Moved	802	21
1053,749	Moved	800	18
1053,757	Moved	800	15
1053,765	Moved	799	14
1053,772	Moved	799	13
1053,78	Moved	799	12
1053,788	Moved	799	11
1053,795	Moved	799	10
1053,804	Moved	799	9
1053,819	Moved	799	8
1053,827	Moved	799	7
1053,889	Moved	799	6
1053,897	Moved	800	6
1053,906	Moved	801	6
1053,906	Pressed Left	802	6
1053,921	Moved	802	6
1053,945	Moved	803	6
1053,961	Moved	804	6
1054,085	Moved	805	6
1054,101	Moved	806	6
1054,109	Moved	807	7
1054,117	Moved	808	7
1054,173	Moved	809	8
1054,187	Moved	810	8
1054,347	Pressed Left	811	9
1054,487	Moved	811	9
1054,495	Moved	809	10
1054,501	Moved	804	12
1054,511	Moved	800	13
1054,517	Moved	796	14
1054,525	Moved	791	14
1054,533	Moved	786	15
1054,541	Moved	781	16
1054,549	Moved	776	18
1054,557	Moved	772	19
1054,565	Moved	767	20
1054,573	Moved	763	21
1054,581	Moved	760	22
1054,589	Moved	757	23
1054,597	Moved	753	24
1054,605	Moved	750	26
1054,611	Moved	747	26
1054,619	Moved	743	26
1054,627	Moved	740	26
1054,635	Moved	736	26
1054,643	Moved	733	25
1054,651	Moved	729	24
1054,659	Moved	726	24
1054,667	Moved	723	23
1054,675	Moved	719	23
1054,683	Moved	717	23
1054,691	Moved	714	23
1054,7	Moved	712	23
1054,708	Moved	708	23
1054,715	Moved	705	23
1054,721	Moved	702	23
1054,729	Moved	698	23
1054,737	Moved	695	23
1054,745	Moved	693	23
1054,753	Moved	690	23
1054,761	Moved	688	23
1054,769	Moved	686	23
1054,777	Moved	685	23
1054,785	Moved	683	23
1054,793	Moved	682	23
1054,801	Moved	680	23
1054,809	Moved	678	23
1054,817	Moved	676	23
1054,823	Moved	675	22
1054,831	Moved	674	22
1054,841	Moved	672	22
1054,847	Moved	671	21
1054,855	Moved	670	20
1054,863	Moved	669	19
1054,871	Moved	668	18
1054,879	Moved	667	18
1054,887	Moved	666	17
1054,895	Moved	666	16
1054,927	Moved	665	16
1054,933	Moved	664	16
1054,941	Moved	663	16
1054,949	Moved	659	17
1054,957	Moved	656	18
1054,965	Moved	652	20
1054,973	Moved	649	21
1054,981	Moved	646	23
1054,989	Moved	642	25
1054,997	Moved	639	31
1055,005	Moved	635	44
1055,013	Moved	631	66
1055,021	Moved	627	91
1055,029	Moved	621	119
1055,035	Moved	619	152
1055,043	Moved	617	181
1055,051	Moved	617	214
1055,059	Moved	617	240
1055,067	Moved	617	266
1055,075	Moved	615	288
1055,083	Moved	615	304
1055,091	Moved	615	314
1055,099	Moved	615	323
1055,107	Moved	617	329
1055,115	Moved	621	339
1055,123	Moved	628	352
1055,131	Moved	638	366
1055,137	Moved	650	386
1055,145	Moved	660	409
1055,153	Moved	668	427
1055,161	Moved	678	452
1055,169	Moved	682	478
1055,177	Moved	684	502
1055,185	Moved	683	524
1055,193	Moved	681	550
1055,201	Moved	677	574
1055,209	Moved	673	598
1055,217	Moved	671	620
1055,225	Moved	669	636
1055,233	Moved	668	649
1055,239	Moved	666	657
1055,247	Moved	666	667
1055,255	Moved	665	675
1055,263	Moved	665	682
1055,271	Moved	663	690
1055,279	Moved	662	698
1055,287	Moved	661	704
1055,295	Moved	660	711
1055,303	Moved	658	715
1055,311	Moved	657	720
1055,319	Moved	657	725
1055,327	Moved	657	730
1055,335	Moved	656	734
1055,341	Moved	656	738
1055,351	Moved	656	741
1055,357	Moved	655	743
1055,365	Moved	655	744
1055,373	Moved	655	745
1062,952	Moved	655	746
1062,96	Moved	653	721
1062,968	Moved	649	675
1062,975	Moved	642	621
1062,981	Moved	634	566
1062,984	Moved	625	513
1062,984	Moved	619	464
1063,005	Moved	612	420
1063,013	Moved	610	379
1063,014	Moved	608	339
1063,032	Moved	608	302
1063,038	Moved	608	271
1063,046	Moved	608	243
1063,054	Moved	608	217
1063,062	Moved	608	198
1063,069	Moved	608	179
1063,078	Moved	609	166
1063,084	Moved	610	153
1063,094	Moved	614	143
1063,099	Moved	616	137
1063,108	Moved	617	134
1063,117	Moved	618	130
1063,123	Moved	619	129
1063,131	Moved	620	128
1063,385	Moved	621	127
1063,397	Moved	628	126
1063,408	Moved	646	120
1063,413	Moved	657	112
1063,421	Moved	668	103
1063,429	Moved	678	89
1063,437	Moved	690	72
1063,445	Moved	698	50
1063,454	Moved	705	34
1063,462	Moved	710	19
1063,469	Moved	714	10
1063,477	Moved	716	6
1063,485	Moved	717	2
1063,493	Moved	717	1
1063,697	Moved	717	0
1063,699	Moved	720	0
1063,713	Moved	721	1
1063,72	Moved	722	2
1063,727	Moved	724	3
1063,735	Moved	726	4
1063,743	Moved	727	5
1063,751	Moved	728	6
1063,759	Moved	729	7
1063,767	Moved	730	8
1063,775	Moved	731	8
1063,783	Moved	732	9
1063,791	Moved	733	10
1063,799	Moved	734	10
1063,807	Moved	735	11
1063,939	Moved	736	11
1063,956	Pressed Left	736	12
1064,183	Moved	736	12
1064,191	Moved	734	13
1064,199	Moved	729	15
1064,207	Moved	724	16
1064,215	Moved	720	17
1064,223	Moved	713	18
1064,231	Moved	707	20
1064,239	Moved	701	21
1064,245	Moved	695	21
1064,253	Moved	687	22
1064,261	Moved	681	24
1064,269	Moved	676	24
1064,277	Moved	672	24
1064,285	Moved	668	25
1064,293	Moved	665	25
1064,301	Moved	661	25
1064,309	Moved	658	25
1064,317	Moved	656	25
1064,325	Moved	654	25
1064,333	Moved	653	24
1064,341	Moved	649	24
1064,347	Moved	647	23
1064,357	Moved	646	21
1064,363	Moved	644	20
1064,371	Moved	642	19
1064,379	Moved	640	18
1064,387	Moved	639	18
1064,395	Moved	638	17
1064,403	Moved	637	17
1064,411	Moved	635	16
1064,419	Moved	634	16
1064,427	Moved	633	16
1064,435	Moved	632	16
1064,443	Moved	630	16
1064,451	Moved	627	16
1064,459	Moved	625	16
1064,465	Moved	624	16
1064,473	Moved	622	16
1064,481	Moved	621	16
1064,489	Moved	620	16
1064,497	Moved	619	16
1064,505	Moved	618	16
1064,513	Moved	617	16
1064,52	Moved	616	15
1064,53	Moved	615	15
1064,537	Moved	614	15
1064,546	Moved	613	15
1064,553	Moved	612	15
1064,561	Moved	611	15
1064,575	Moved	610	15
1064,607	Moved	609	15
1064,631	Moved	608	15
1064,639	Moved	607	15
1064,661	Moved	606	15
1064,677	Moved	605	16
1064,685	Moved	604	16
1064,701	Moved	604	17
1064,709	Moved	603	18
1064,717	Moved	602	19
1064,725	Moved	602	20
1064,733	Moved	601	21
1064,741	Moved	601	22
1064,749	Moved	600	23
1064,757	Moved	600	24
1064,763	Moved	599	25
1064,779	Moved	598	26
1064,795	Moved	598	27
1064,804	Moved	597	28
1064,811	Moved	597	29
1064,827	Moved	597	30
1064,851	Moved	596	30
1064,875	Moved	596	31
1064,881	Moved	596	32
1064,889	Moved	595	33
1064,897	Moved	595	34
1064,969	Moved	594	34
1065,125	Moved	594	35
1065,133	Moved	594	36
1065,141	Moved	593	36
1065,291	Moved	593	37
1065,299	Moved	593	40
1065,306	Moved	594	53
1065,314	Moved	598	76
1065,321	Moved	604	98
1065,329	Moved	610	124
1065,337	Moved	616	148
1065,345	Moved	622	172
1065,353	Moved	630	201
1065,361	Moved	636	229
1065,369	Moved	643	268
1065,377	Moved	649	312
1065,385	Moved	657	359
1065,393	Moved	670	407
1065,401	Moved	685	456
1065,407	Moved	697	505
1065,415	Moved	708	548
1065,423	Moved	719	587
1065,431	Moved	729	624
1065,439	Moved	737	653
1065,447	Moved	745	681
1065,455	Moved	753	707
1065,463	Moved	759	729
1065,471	Moved	767	751
1065,479	Moved	773	767
1065,487	Moved	778	783
1065,495	Moved	781	793
1065,504	Moved	785	802
1065,509	Moved	788	810
1065,517	Moved	789	815
1065,525	Moved	790	820
1065,533	Moved	791	825
1065,541	Moved	791	827
1065,557	Moved	792	829
1065,573	Moved	792	830
1065,581	Moved	792	831
1065,597	Moved	792	832
1066,491	Moved	792	833
1066,499	Moved	792	830
1066,507	Moved	792	827
1066,516	Moved	792	826
1066,523	Moved	791	826
1066,532	Moved	790	826
1066,539	Moved	789	826
1066,751	Moved	788	827
1066,759	Moved	788	826
1066,767	Moved	788	825
1066,775	Moved	788	823
1066,783	Moved	788	820
1066,789	Moved	788	817
1066,797	Moved	790	814
1066,805	Moved	790	812
1066,813	Moved	790	810
1066,845	Moved	790	809
1067,103	Moved	790	808
1068,509	Moved	790	807
1068,517	Moved	790	794
1068,524	Moved	788	767
1068,533	Moved	786	739
1068,541	Moved	779	704
1068,55	Moved	773	665
1068,557	Moved	765	609
1068,566	Moved	758	548
1068,573	Moved	754	480
1068,581	Moved	745	420
1068,589	Moved	739	359
1068,595	Moved	730	308
1068,603	Moved	721	263
1068,611	Moved	713	226
1068,619	Moved	707	193
1068,628	Moved	701	167
1068,635	Moved	697	148
1068,643	Moved	696	135
1068,651	Moved	696	127
1068,659	Moved	696	120
1068,667	Moved	696	116
1068,675	Moved	697	112
1068,855	Moved	697	111
1068,863	Moved	698	110
1068,871	Moved	699	109
1068,879	Moved	700	101
1068,887	Moved	700	95
1068,895	Moved	700	88
1068,903	Moved	700	80
1068,909	Moved	699	72
1068,917	Moved	696	65
1068,925	Moved	692	60
1068,933	Moved	688	55
1068,941	Moved	686	51
1068,949	Moved	682	48
1068,957	Moved	679	46
1068,965	Moved	677	42
1068,974	Moved	676	41
1068,981	Moved	675	40
1068,99	Moved	674	39
1068,997	Moved	673	39
1069,005	Moved	672	38
1069,011	Moved	671	38
1069,022	Moved	671	37
1069,036	Moved	670	37
1069,043	Moved	669	36
1069,051	Moved	668	35
1069,059	Moved	667	34
1069,067	Moved	666	33
