Subject Name:D:\adrian0706nast.txt
File Created: 08.06.2016 00:10:17 
Version: 2.3 
Released: 4/22/2012
 
Elapsed Time 	Action 	 X	Y
266,311	Moved	735	666
267,765	Moved	735	667
267,772	Moved	735	664
267,78	Moved	735	661
267,786	Moved	735	660
267,795	Moved	735	659
268,747	Moved	735	658
268,753	Moved	736	659
268,761	Moved	737	660
268,769	Moved	738	661
268,777	Moved	738	662
268,785	Moved	739	664
268,793	Moved	740	665
268,801	Moved	740	666
268,809	Moved	740	667
268,817	Moved	741	668
268,826	Moved	741	669
268,833	Moved	741	670
268,849	Moved	742	671
269,737	Moved	742	672
272,503	Moved	741	671
272,507	Moved	741	666
272,515	Moved	747	643
272,523	Moved	749	621
272,531	Moved	753	597
272,539	Moved	759	575
272,547	Moved	765	551
272,555	Moved	771	529
272,563	Moved	773	505
272,571	Moved	777	483
272,579	Moved	781	467
272,587	Moved	790	451
272,593	Moved	806	429
272,601	Moved	822	411
272,609	Moved	838	395
272,617	Moved	851	380
272,625	Moved	865	369
272,633	Moved	874	363
272,641	Moved	882	359
272,649	Moved	891	355
272,657	Moved	895	353
272,665	Moved	899	351
272,673	Moved	902	350
272,681	Moved	906	348
272,689	Moved	908	346
272,695	Moved	910	345
272,703	Moved	912	344
272,711	Moved	914	341
272,719	Moved	916	340
272,727	Moved	919	339
272,735	Moved	921	338
272,743	Moved	923	337
272,751	Moved	925	336
272,759	Moved	927	335
272,767	Moved	930	333
272,775	Moved	934	332
272,783	Moved	937	329
272,791	Moved	939	328
272,797	Moved	940	327
273,491	Moved	941	326
273,505	Moved	944	325
273,513	Moved	948	323
273,52	Moved	952	322
273,528	Moved	955	319
273,536	Moved	958	318
273,542	Moved	961	316
273,55	Moved	963	315
273,558	Moved	964	314
273,567	Moved	965	313
273,575	Moved	966	312
273,583	Moved	967	311
273,591	Moved	968	310
273,599	Moved	968	309
273,729	Pressed Left	969	309
274,369	Moved	969	309
274,377	Moved	968	309
274,385	Moved	963	311
274,393	Moved	960	313
274,399	Moved	956	314
274,407	Moved	954	315
274,415	Moved	953	316
274,423	Moved	952	317
274,431	Moved	951	318
274,449	Moved	950	318
274,455	Moved	950	319
274,551	Moved	949	319
274,557	Moved	948	320
274,565	Moved	944	322
274,573	Moved	941	326
274,581	Moved	937	329
274,589	Moved	934	333
274,597	Moved	930	336
274,605	Moved	926	341
274,611	Moved	921	346
274,619	Moved	913	355
274,627	Moved	907	362
274,635	Moved	898	370
274,643	Moved	891	379
274,651	Moved	882	390
274,659	Moved	876	399
274,667	Moved	872	407
274,675	Moved	866	418
274,683	Moved	860	427
274,691	Moved	854	436
274,699	Moved	850	444
274,707	Moved	844	457
274,713	Moved	835	471
274,721	Moved	825	487
274,729	Moved	813	507
274,737	Moved	799	527
274,745	Moved	785	547
274,755	Moved	774	564
274,761	Moved	762	581
274,769	Moved	750	597
274,777	Moved	740	609
274,785	Moved	734	616
274,793	Moved	729	623
274,801	Moved	723	632
274,809	Moved	719	638
274,817	Moved	715	646
274,823	Moved	711	651
274,903	Moved	709	654
274,96	Moved	709	655
275,029	Moved	708	655
275,035	Moved	709	655
275,043	Moved	710	654
275,051	Moved	711	654
275,063	Moved	712	653
275,067	Moved	713	652
275,075	Moved	714	651
275,083	Moved	715	650
275,091	Moved	716	649
275,099	Moved	716	648
275,107	Moved	716	647
275,115	Moved	716	646
275,169	Moved	716	645
275,177	Moved	717	647
275,185	Moved	717	650
275,193	Moved	717	653
275,201	Moved	717	654
275,217	Moved	717	655
275,782	Moved	717	656
275,789	Moved	717	659
275,796	Moved	717	661
275,805	Moved	717	665
275,813	Moved	717	668
275,821	Moved	717	671
275,829	Moved	717	675
275,837	Moved	717	678
275,845	Moved	717	681
275,853	Moved	717	685
275,861	Moved	717	688
275,869	Moved	717	692
275,877	Moved	717	694
275,885	Moved	717	696
275,891	Moved	717	697
275,915	Moved	718	698
276,733	Moved	718	699
276,739	Moved	715	691
276,747	Moved	707	671
276,755	Moved	697	649
276,763	Moved	683	623
276,771	Moved	665	597
276,779	Moved	648	568
276,787	Moved	626	537
276,795	Moved	605	508
276,803	Moved	587	482
276,811	Moved	569	458
276,819	Moved	554	435
276,827	Moved	542	413
276,835	Moved	528	391
276,841	Moved	516	371
276,849	Moved	509	356
276,857	Moved	502	343
276,865	Moved	498	332
276,873	Moved	493	324
276,881	Moved	490	318
276,889	Moved	486	313
276,897	Moved	482	308
276,905	Moved	478	303
276,913	Moved	476	298
276,921	Moved	472	293
276,929	Moved	469	289
276,937	Moved	466	285
276,945	Moved	463	280
276,953	Moved	459	276
276,959	Moved	455	273
276,967	Moved	452	269
276,975	Moved	448	265
276,983	Moved	445	262
276,991	Moved	441	258
276,999	Moved	439	255
277,007	Moved	435	251
277,015	Moved	433	248
277,023	Moved	429	244
277,031	Moved	426	241
277,039	Moved	424	237
277,047	Moved	421	235
277,053	Moved	419	233
277,061	Moved	418	231
277,069	Moved	416	229
277,077	Moved	415	228
277,085	Moved	414	227
277,093	Moved	413	226
277,101	Moved	412	225
277,111	Moved	410	224
277,117	Moved	408	223
277,125	Moved	404	219
277,133	Moved	400	217
277,141	Moved	396	215
277,149	Moved	392	213
277,157	Moved	389	210
277,163	Moved	385	207
277,171	Moved	381	203
277,179	Moved	376	199
277,187	Moved	373	197
277,195	Moved	370	196
277,203	Moved	367	195
277,383	Moved	366	194
277,399	Moved	366	193
277,407	Moved	364	185
277,417	Moved	361	176
277,423	Moved	357	168
277,431	Moved	352	162
277,439	Moved	350	157
277,447	Moved	347	154
277,455	Moved	344	151
277,463	Moved	342	147
277,471	Moved	340	144
277,479	Moved	338	140
277,485	Moved	335	138
277,493	Moved	334	136
277,501	Moved	332	135
277,509	Moved	331	134
277,557	Moved	330	133
277,573	Moved	329	132
277,581	Moved	328	131
277,587	Moved	328	130
277,595	Moved	327	130
277,697	Moved	327	129
277,705	Moved	327	141
277,713	Moved	328	163
277,721	Moved	330	187
277,729	Moved	334	209
277,737	Moved	336	222
277,745	Moved	337	231
277,753	Moved	338	237
277,761	Moved	338	242
277,769	Moved	339	243
278,381	Pressed Left	339	244
278,743	Moved	339	244
278,751	Moved	349	253
278,757	Moved	367	272
278,765	Moved	386	290
278,773	Moved	404	308
278,781	Moved	419	321
278,789	Moved	433	332
278,797	Moved	445	342
278,805	Moved	455	352
278,813	Moved	465	362
278,821	Moved	474	371
278,829	Moved	478	380
278,837	Moved	481	388
278,845	Moved	483	396
278,853	Moved	483	404
278,859	Moved	479	415
278,992	Moved	475	421
279	Moved	475	422
279,009	Moved	476	423
279,017	Moved	477	426
279,025	Moved	479	428
279,033	Moved	481	432
279,041	Moved	482	435
279,049	Moved	486	441
279,057	Moved	490	448
279,065	Moved	494	456
279,073	Moved	498	464
279,079	Moved	504	475
279,087	Moved	511	485
279,095	Moved	515	494
279,103	Moved	521	503
279,111	Moved	526	511
279,119	Moved	532	520
279,126	Moved	538	529
279,134	Moved	544	538
279,143	Moved	547	544
279,15	Moved	551	548
279,158	Moved	553	550
279,747	Moved	554	552
279,755	Moved	558	549
279,763	Moved	560	548
279,773	Moved	562	547
279,779	Moved	563	546
279,787	Moved	564	545
279,795	Moved	565	545
280,383	Moved	566	545
280,391	Moved	566	544
280,399	Moved	566	540
280,407	Moved	566	536
280,415	Moved	566	531
280,423	Moved	566	527
280,431	Moved	566	522
280,439	Moved	566	517
280,447	Moved	566	509
280,453	Moved	564	501
280,461	Moved	563	491
280,469	Moved	558	480
280,477	Moved	551	465
280,485	Moved	542	449
280,489	Moved	534	433
280,501	Moved	525	417
280,509	Moved	514	403
280,517	Moved	508	393
280,525	Moved	502	384
280,533	Moved	499	379
280,541	Moved	495	373
280,549	Moved	491	366
280,557	Moved	489	362
280,563	Moved	486	357
280,571	Moved	484	352
280,579	Moved	483	346
280,587	Moved	480	339
280,595	Moved	479	333
280,603	Moved	476	327
280,611	Moved	475	322
280,619	Moved	474	316
280,627	Moved	471	311
280,635	Moved	470	305
280,643	Moved	468	299
280,651	Moved	467	294
280,659	Moved	465	289
280,665	Moved	464	284
280,673	Moved	463	279
280,681	Moved	461	271
280,689	Moved	460	265
280,697	Moved	459	256
280,705	Moved	458	250
280,713	Moved	456	244
280,721	Moved	455	239
280,729	Moved	455	236
280,737	Moved	455	231
280,745	Moved	455	229
280,752	Moved	455	226
280,76	Moved	455	223
280,769	Moved	455	221
280,774	Moved	454	219
280,782	Moved	454	217
280,79	Moved	454	216
281,019	Pressed Left	454	215
281,875	Moved	454	215
281,882	Moved	465	247
281,89	Moved	478	284
281,898	Moved	494	323
281,907	Moved	513	358
281,915	Moved	531	389
281,925	Moved	552	422
281,931	Moved	577	455
281,937	Moved	605	489
281,947	Moved	632	519
281,953	Moved	653	546
281,961	Moved	669	573
281,969	Moved	681	597
281,977	Moved	693	619
281,985	Moved	703	641
281,993	Moved	712	657
282,001	Moved	717	670
282,009	Moved	721	678
282,017	Moved	722	686
282,025	Moved	724	691
282,033	Moved	724	694
282,041	Moved	724	700
282,049	Moved	723	705
282,055	Moved	722	710
282,063	Moved	721	715
282,071	Moved	720	720
282,079	Moved	719	722
282,087	Moved	719	723
282,231	Moved	718	723
282,237	Moved	717	721
282,245	Moved	715	715
282,253	Moved	715	712
282,259	Moved	714	710
282,267	Moved	714	706
282,275	Moved	714	704
282,283	Moved	714	703
282,291	Moved	714	700
282,299	Moved	715	696
282,307	Moved	717	693
282,315	Moved	718	690
282,323	Moved	721	686
282,333	Moved	726	681
282,339	Moved	733	676
282,347	Moved	743	671
282,355	Moved	753	665
282,363	Moved	766	658
282,369	Moved	788	652
282,377	Moved	817	646
282,385	Moved	855	646
282,393	Moved	892	647
282,401	Moved	922	653
282,409	Moved	949	659
282,417	Moved	975	661
282,425	Moved	997	663
282,435	Moved	1010	665
282,441	Moved	1015	666
282,449	Moved	1016	667
282,457	Moved	1016	669
282,463	Moved	1012	670
282,567	Moved	1011	670
282,661	Moved	1010	670
282,669	Moved	1010	668
282,677	Moved	1010	667
282,683	Moved	1010	665
282,691	Moved	1010	664
282,699	Moved	1010	663
282,707	Moved	1010	662
282,715	Moved	1010	661
282,763	Moved	1010	660
282,8	Moved	1010	659
283,139	Moved	1010	658
283,147	Moved	1010	657
283,155	Moved	1011	654
283,163	Moved	1013	653
283,171	Moved	1014	653
283,179	Moved	1014	655
283,187	Moved	1012	658
283,383	Moved	1010	659
283,391	Moved	1010	657
283,399	Moved	1010	656
283,407	Moved	1010	653
283,415	Moved	1010	652
283,423	Moved	1010	651
283,429	Moved	1010	650
283,437	Moved	1010	649
283,445	Moved	1010	648
283,453	Moved	1010	647
283,469	Moved	1010	646
286,625	Moved	1010	645
286,64	Moved	1011	642
286,64	Moved	1015	638
286,656	Moved	1018	636
286,656	Moved	1022	632
286,672	Moved	1026	627
286,672	Moved	1031	622
286,687	Moved	1036	617
286,687	Moved	1041	612
286,703	Moved	1047	603
286,703	Moved	1054	594
286,721	Moved	1060	585
286,725	Moved	1066	576
286,725	Moved	1072	567
286,74	Moved	1082	558
286,74	Moved	1096	541
286,756	Moved	1108	531
286,756	Moved	1120	523
286,771	Moved	1131	515
286,771	Moved	1139	511
286,787	Moved	1148	506
286,787	Moved	1154	503
286,803	Moved	1160	501
286,803	Moved	1165	500
286,823	Moved	1170	499
286,825	Moved	1173	498
286,825	Moved	1175	497
286,841	Moved	1179	496
286,841	Moved	1181	495
286,856	Moved	1182	494
286,856	Moved	1184	493
286,872	Moved	1186	492
286,872	Moved	1187	491
286,893	Moved	1188	490
286,901	Moved	1189	490
286,909	Moved	1190	490
286,917	Moved	1191	490
286,924	Moved	1192	490
286,933	Moved	1193	489
286,941	Moved	1194	489
286,949	Moved	1196	487
286,957	Moved	1199	486
286,963	Moved	1203	485
286,971	Moved	1206	484
286,976	Moved	1210	483
286,976	Moved	1213	482
286,991	Moved	1217	481
287,002	Moved	1220	480
287,011	Moved	1222	478
287,019	Moved	1224	477
287,027	Moved	1228	476
287,035	Moved	1230	474
287,043	Moved	1232	473
287,051	Moved	1235	469
287,059	Moved	1238	467
287,065	Moved	1241	464
287,073	Moved	1242	463
287,081	Moved	1243	462
287,089	Moved	1244	461
287,272	Moved	1245	461
287,301	Moved	1246	461
287,309	Moved	1247	461
287,372	Moved	1248	461
287,459	Pressed Left	1249	461
287,937	Moved	1249	461
287,945	Moved	1245	462
287,953	Moved	1242	464
287,961	Moved	1237	468
287,969	Moved	1232	472
287,977	Moved	1227	473
287,985	Moved	1221	477
287,993	Moved	1216	479
288,001	Moved	1212	481
288,009	Moved	1207	483
288,018	Moved	1202	486
288,023	Moved	1198	487
288,03	Moved	1195	490
288,038	Moved	1191	491
288,046	Moved	1188	492
288,054	Moved	1185	493
288,062	Moved	1181	494
288,07	Moved	1178	495
288,078	Moved	1175	497
288,086	Moved	1171	498
288,094	Moved	1168	499
288,102	Moved	1164	500
288,111	Moved	1161	501
288,119	Moved	1158	502
288,125	Moved	1154	503
288,133	Moved	1151	505
288,14	Moved	1149	506
288,148	Moved	1148	507
288,156	Moved	1147	508
288,164	Moved	1146	508
288,172	Moved	1144	509
288,18	Moved	1143	509
288,188	Moved	1140	510
288,196	Moved	1139	511
288,204	Moved	1138	511
288,213	Moved	1137	512
288,221	Moved	1136	513
288,229	Moved	1135	513
288,235	Moved	1134	514
288,242	Moved	1133	514
288,25	Moved	1132	515
288,258	Moved	1131	515
288,266	Moved	1130	516
288,274	Moved	1129	516
288,282	Moved	1128	517
288,291	Moved	1127	517
288,298	Moved	1126	518
288,307	Moved	1125	519
288,315	Moved	1124	519
288,331	Moved	1123	520
288,337	Moved	1122	520
288,347	Moved	1121	521
288,36	Moved	1120	521
288,793	Moved	1119	521
288,801	Moved	1122	521
288,809	Moved	1130	519
288,817	Moved	1138	518
288,825	Moved	1145	517
288,833	Moved	1149	515
288,841	Moved	1156	513
288,849	Moved	1162	510
288,857	Moved	1170	508
288,865	Moved	1178	504
288,871	Moved	1187	501
288,881	Moved	1196	496
288,887	Moved	1203	492
288,895	Moved	1208	490
288,903	Moved	1213	486
288,911	Moved	1216	484
288,919	Moved	1219	482
288,927	Moved	1224	480
288,935	Moved	1228	479
288,943	Moved	1229	479
288,951	Moved	1230	478
288,959	Moved	1231	478
288,967	Moved	1232	478
288,975	Moved	1233	477
288,981	Moved	1234	477
288,989	Moved	1235	477
288,997	Moved	1236	477
289,005	Moved	1237	477
289,013	Moved	1238	477
289,021	Moved	1239	477
289,029	Moved	1240	477
289,037	Moved	1241	477
289,045	Moved	1243	477
289,052	Moved	1244	477
289,06	Moved	1246	477
289,068	Moved	1247	477
289,077	Moved	1249	477
289,082	Moved	1250	477
289,09	Moved	1252	477
289,098	Moved	1253	477
289,107	Moved	1254	477
289,115	Moved	1255	477
289,123	Moved	1256	477
289,131	Moved	1257	477
289,139	Moved	1258	477
289,375	Pressed Left	1259	477
290,411	Moved	1259	477
290,419	Moved	1253	482
290,427	Moved	1238	496
290,435	Moved	1220	510
290,443	Moved	1198	528
290,451	Moved	1176	548
290,459	Moved	1153	568
290,467	Moved	1133	593
290,475	Moved	1119	619
290,483	Moved	1105	652
290,489	Moved	1088	685
290,497	Moved	1076	720
290,505	Moved	1063	753
290,513	Moved	1057	782
290,521	Moved	1053	810
290,529	Moved	1047	832
290,537	Moved	1044	848
290,545	Moved	1040	856
290,553	Moved	1037	862
290,561	Moved	1036	867
290,569	Moved	1035	872
290,577	Moved	1034	874
290,585	Moved	1033	876
290,591	Moved	1032	877
290,599	Moved	1032	878
290,607	Moved	1031	879
290,615	Moved	1031	880
290,623	Moved	1031	881
290,631	Moved	1030	882
290,639	Moved	1029	882
291,637	Moved	1029	883
291,659	Moved	1029	884
291,667	Moved	1029	882
291,691	Moved	1030	881
291,699	Moved	1030	882
291,707	Moved	1030	883
291,723	Moved	1030	884
291,739	Moved	1030	885
291,747	Moved	1030	886
291,753	Moved	1030	887
291,785	Moved	1030	888
291,801	Moved	1030	889
291,841	Moved	1030	890
291,919	Moved	1029	890
291,927	Moved	1029	889
291,935	Moved	1029	888
291,943	Moved	1029	887
291,951	Moved	1029	886
291,959	Moved	1029	885
291,975	Moved	1029	884
291,981	Moved	1029	883
291,989	Moved	1029	882
291,997	Moved	1029	881
292,005	Moved	1029	880
292,013	Moved	1029	879
292,021	Moved	1029	878
292,029	Moved	1030	877
292,037	Moved	1030	876
292,045	Moved	1030	875
292,053	Moved	1030	874
292,061	Moved	1030	873
292,069	Moved	1030	872
292,083	Moved	1030	871
292,684	Moved	1030	870
292,684	Moved	1030	869
292,699	Moved	1030	868
292,699	Moved	1030	867
292,719	Moved	1030	866
292,727	Moved	1031	865
292,733	Moved	1031	864
292,733	Moved	1031	863
293,18	Moved	1031	862
293,195	Moved	1030	862
293,195	Moved	1026	862
293,211	Moved	1023	862
293,211	Moved	1020	862
293,231	Moved	1017	862
293,233	Moved	1016	862
293,564	Moved	1015	862
293,58	Moved	1006	862
293,58	Moved	994	862
293,595	Moved	981	862
293,595	Moved	962	860
293,611	Moved	936	853
293,611	Moved	909	849
293,631	Moved	883	847
293,639	Moved	857	843
293,647	Moved	835	841
293,655	Moved	813	839
293,663	Moved	794	836
293,671	Moved	779	830
293,677	Moved	768	827
293,684	Moved	763	825
293,692	Moved	759	824
293,693	Moved	757	824
293,709	Moved	756	824
293,709	Moved	756	827
293,725	Moved	756	830
293,733	Moved	755	834
293,933	Moved	755	836
293,933	Moved	755	833
293,949	Moved	755	829
293,949	Moved	755	826
293,964	Moved	755	824
293,964	Moved	754	823
293,98	Moved	751	822
293,98	Moved	746	820
293,996	Moved	738	819
293,996	Moved	728	817
294,011	Moved	720	817
294,011	Moved	714	816
294,031	Moved	705	816
294,033	Moved	699	815
294,033	Moved	694	815
294,048	Moved	691	815
294,048	Moved	688	815
294,064	Moved	684	815
294,064	Moved	683	815
294,095	Moved	682	815
326,292	Moved	681	815
326,3	Moved	681	807
326,308	Moved	681	776
326,314	Moved	681	750
326,324	Moved	679	723
326,33	Moved	675	697
326,338	Moved	669	670
326,346	Moved	661	644
326,355	Moved	653	620
326,365	Moved	645	598
326,371	Moved	637	574
326,379	Moved	629	551
326,387	Moved	621	529
326,395	Moved	615	507
326,403	Moved	609	488
326,41	Moved	604	473
326,416	Moved	599	457
326,424	Moved	593	444
326,432	Moved	589	434
326,44	Moved	585	426
326,448	Moved	580	417
326,457	Moved	578	411
326,469	Moved	574	406
326,473	Moved	572	401
326,48	Moved	569	397
326,488	Moved	567	394
326,496	Moved	563	390
326,504	Moved	561	387
326,512	Moved	557	383
326,52	Moved	554	380
326,526	Moved	550	376
326,536	Moved	546	371
326,542	Moved	541	367
326,55	Moved	537	363
326,559	Moved	530	357
326,571	Moved	525	354
326,575	Moved	520	350
326,583	Moved	513	344
326,591	Moved	508	339
326,599	Moved	503	334
326,606	Moved	498	329
326,615	Moved	491	324
326,623	Moved	486	319
326,631	Moved	480	313
326,636	Moved	475	310
326,644	Moved	469	305
326,652	Moved	465	302
326,661	Moved	462	298
326,669	Moved	458	295
326,676	Moved	456	291
326,684	Moved	452	286
326,692	Moved	448	281
326,7	Moved	445	276
326,708	Moved	441	273
326,716	Moved	439	268
326,724	Moved	436	265
326,732	Moved	434	261
326,738	Moved	432	258
326,747	Moved	431	254
326,755	Moved	430	251
326,763	Moved	428	247
326,77	Moved	427	245
326,778	Moved	426	243
326,787	Moved	425	241
326,795	Moved	425	238
326,803	Moved	425	236
326,811	Moved	425	232
326,819	Moved	426	230
326,827	Moved	427	229
326,835	Moved	430	227
326,843	Moved	431	226
326,849	Moved	432	225
326,857	Moved	434	224
326,865	Moved	436	222
326,873	Moved	440	219
326,881	Moved	443	218
326,889	Moved	446	216
326,897	Moved	450	215
326,905	Moved	453	213
326,913	Moved	455	210
326,921	Moved	459	208
326,929	Moved	462	206
326,937	Moved	464	204
326,943	Moved	465	201
326,953	Moved	468	198
326,959	Moved	469	196
326,967	Moved	470	192
326,975	Moved	471	191
326,983	Moved	472	189
326,991	Moved	473	188
326,999	Moved	474	186
327,007	Moved	474	184
327,015	Moved	474	182
327,023	Moved	474	181
327,03	Moved	474	179
327,039	Moved	474	178
327,046	Moved	473	177
327,054	Moved	472	176
327,061	Moved	471	176
327,069	Moved	470	174
327,077	Moved	469	174
327,085	Moved	468	173
327,093	Moved	468	172
327,101	Moved	468	171
327,109	Moved	469	170
327,117	Moved	470	168
327,125	Moved	471	167
327,132	Moved	472	166
327,141	Moved	473	165
327,148	Moved	474	165
327,165	Moved	474	164
327,171	Moved	474	163
327,187	Moved	474	162
327,203	Moved	474	161
327,211	Moved	474	160
327,218	Moved	474	159
327,226	Moved	475	158
327,234	Moved	476	157
327,242	Moved	477	156
327,25	Moved	478	155
327,259	Moved	478	154
327,265	Moved	479	153
327,273	Moved	480	151
327,281	Moved	480	149
327,289	Moved	481	148
327,297	Moved	481	147
327,305	Moved	481	146
327,313	Moved	481	145
327,32	Moved	481	144
327,328	Moved	481	143
327,361	Moved	481	142
327,377	Moved	481	141
327,383	Moved	481	140
327,39	Moved	481	139
327,398	Moved	480	138
327,407	Moved	479	137
327,414	Moved	478	136
327,422	Moved	477	135
327,446	Moved	476	134
327,471	Pressed Left	475	133
327,572	Moved	475	133
327,58	Moved	474	133
327,586	Moved	473	133
327,594	Moved	472	133
327,602	Moved	471	133
328,357	Moved	470	133
328,365	Moved	470	134
328,373	Moved	470	147
328,381	Moved	471	163
328,389	Moved	473	179
328,397	Moved	478	197
328,405	Moved	482	219
328,413	Moved	488	246
328,421	Moved	497	274
328,429	Moved	507	302
328,437	Moved	521	333
328,443	Moved	533	368
328,451	Moved	546	402
328,459	Moved	558	430
328,467	Moved	572	456
328,474	Moved	586	482
328,482	Moved	601	509
328,49	Moved	613	535
328,498	Moved	625	561
328,506	Moved	637	585
328,514	Moved	649	612
328,522	Moved	663	638
328,53	Moved	677	664
328,538	Moved	691	690
328,544	Moved	705	717
328,552	Moved	718	739
328,561	Moved	727	758
328,569	Moved	739	778
328,576	Moved	748	793
328,584	Moved	759	810
328,592	Moved	770	827
328,6	Moved	784	845
328,608	Moved	796	862
328,616	Moved	804	876
328,624	Moved	810	887
328,632	Moved	817	900
328,64	Moved	822	913
328,646	Moved	828	926
328,654	Moved	836	941
328,663	Moved	845	955
328,671	Moved	851	968
328,679	Moved	856	981
328,687	Moved	860	989
328,695	Moved	863	996
328,703	Moved	864	1000
328,711	Moved	864	1003
328,947	Moved	864	1004
328,955	Moved	871	989
328,963	Moved	875	978
328,969	Moved	881	968
328,976	Moved	889	957
328,984	Moved	898	947
328,992	Moved	916	933
329	Moved	938	921
329,008	Moved	960	911
329,016	Moved	976	904
329,026	Moved	989	903
329,032	Moved	995	903
329,04	Moved	999	903
329,048	Moved	1000	906
329,261	Moved	1000	907
329,269	Moved	1001	907
329,276	Moved	1003	907
329,282	Moved	1006	906
329,29	Moved	1009	905
329,298	Moved	1010	904
329,306	Moved	1011	903
329,314	Moved	1012	902
329,322	Moved	1014	899
329,331	Moved	1018	894
329,339	Moved	1021	889
329,347	Moved	1026	884
329,355	Moved	1031	879
329,363	Moved	1040	873
329,371	Moved	1049	865
329,378	Moved	1062	859
329,386	Moved	1081	851
329,392	Moved	1103	841
329,4	Moved	1126	833
329,408	Moved	1141	826
329,416	Moved	1157	819
329,424	Moved	1173	812
329,432	Moved	1189	807
329,44	Moved	1199	802
329,448	Moved	1207	798
329,456	Moved	1216	795
329,465	Moved	1224	793
329,473	Moved	1232	791
329,48	Moved	1237	790
329,488	Moved	1240	789
329,496	Moved	1242	788
329,502	Moved	1243	787
329,51	Moved	1244	787
329,738	Moved	1245	787
329,755	Moved	1245	791
329,763	Moved	1247	806
329,771	Moved	1250	819
329,779	Moved	1252	828
329,787	Moved	1253	834
329,795	Moved	1254	839
329,803	Moved	1255	842
329,811	Moved	1256	845
329,819	Moved	1256	849
329,825	Moved	1256	850
330,375	Moved	1256	851
330,382	Moved	1258	832
330,39	Moved	1260	816
330,398	Moved	1264	794
330,407	Moved	1270	772
330,414	Moved	1276	746
330,422	Moved	1282	718
330,43	Moved	1288	689
330,438	Moved	1294	663
330,446	Moved	1300	641
330,454	Moved	1306	619
330,461	Moved	1308	603
330,469	Moved	1312	591
330,476	Moved	1314	583
330,484	Moved	1316	574
330,492	Moved	1318	570
330,5	Moved	1322	565
330,508	Moved	1324	561
330,516	Moved	1326	558
330,524	Moved	1327	557
330,651	Moved	1328	556
330,659	Moved	1329	555
330,667	Moved	1330	553
330,673	Moved	1331	551
330,681	Moved	1333	547
330,689	Moved	1334	544
330,697	Moved	1335	540
330,705	Moved	1336	537
330,713	Moved	1337	533
330,721	Moved	1338	531
330,892	Moved	1339	530
330,9	Moved	1339	533
330,908	Moved	1339	536
330,916	Moved	1339	539
330,924	Moved	1339	540
330,956	Pressed Left	1339	541
331,529	Moved	1339	541
331,537	Moved	1332	546
331,545	Moved	1323	552
331,553	Moved	1314	558
331,561	Moved	1303	564
331,569	Moved	1290	570
331,577	Moved	1276	579
331,587	Moved	1262	589
331,593	Moved	1247	598
331,601	Moved	1231	606
331,609	Moved	1223	610
331,617	Moved	1218	615
331,625	Moved	1213	620
331,631	Moved	1209	625
331,639	Moved	1203	631
331,647	Moved	1199	636
331,655	Moved	1193	646
331,663	Moved	1187	657
331,671	Moved	1174	672
331,678	Moved	1158	688
331,686	Moved	1142	706
331,694	Moved	1126	726
331,702	Moved	1108	748
331,71	Moved	1088	768
331,718	Moved	1068	787
331,726	Moved	1050	805
331,732	Moved	1032	823
331,74	Moved	1015	839
331,748	Moved	1000	852
331,756	Moved	991	862
331,764	Moved	981	872
331,772	Moved	975	878
331,78	Moved	970	883
331,788	Moved	967	887
331,796	Moved	964	890
331,804	Moved	963	891
332,212	Moved	962	892
332,228	Moved	962	893
332,236	Moved	962	895
332,244	Moved	961	896
332,252	Moved	960	899
332,432	Moved	960	901
332,44	Moved	960	900
332,449	Moved	960	899
332,456	Moved	960	895
332,464	Moved	960	893
332,472	Moved	960	890
332,478	Moved	960	888
332,486	Moved	960	886
332,494	Moved	960	883
332,502	Moved	960	882
332,51	Moved	959	880
332,518	Moved	959	879
332,526	Moved	958	879
332,534	Moved	958	878
332,542	Moved	958	877
339,356	Moved	957	876
339,372	Moved	957	873
339,372	Moved	957	860
339,391	Moved	956	855
339,399	Moved	956	852
339,403	Moved	956	848
339,403	Moved	956	845
339,419	Moved	955	842
339,419	Moved	955	838
339,434	Moved	954	835
339,434	Moved	953	831
339,45	Moved	952	828
339,45	Moved	950	824
339,465	Moved	949	821
339,465	Moved	948	819
339,485	Moved	947	816
339,492	Moved	946	813
339,5	Moved	945	811
339,503	Moved	944	810
339,503	Moved	943	808
339,519	Moved	942	807
339,519	Moved	941	806
339,534	Moved	940	805
339,534	Moved	939	804
339,55	Moved	938	802
339,55	Moved	937	800
339,565	Moved	936	799
339,565	Moved	935	798
339,587	Moved	934	797
339,595	Moved	933	796
339,602	Moved	933	795
339,954	Moved	932	795
339,97	Moved	931	795
339,987	Moved	930	795
339,994	Moved	929	796
340,002	Moved	928	797
340,023	Moved	927	798
340,023	Moved	927	799
340,038	Moved	927	801
340,038	Moved	927	803
340,054	Moved	927	804
340,054	Moved	927	806
340,07	Moved	926	808
340,07	Moved	926	809
340,089	Moved	926	812
340,092	Moved	926	813
340,123	Moved	926	814
340,139	Moved	926	815
340,239	Moved	925	815
340,239	Moved	925	814
340,258	Moved	925	813
340,258	Moved	925	812
340,274	Moved	925	811
340,274	Moved	925	810
340,292	Moved	925	809
340,292	Moved	925	808
340,308	Moved	925	807
340,309	Moved	925	806
340,325	Moved	925	805
340,325	Moved	925	804
340,34	Moved	925	803
340,34	Moved	925	802
340,356	Moved	925	801
340,356	Moved	925	800
340,372	Moved	925	799
375,708	Moved	925	798
